"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"4013","SN 2006ty","01:10:45.360","+00:34:04.51","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.5","","2006-12-21 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 830; PositionRef=CBET  830; Orig Type=Ia   ]",""
"4012","SN 2006tx","01:10:26.779","-00:34:07.50","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.6","","2006-12-21 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 830; PositionRef=CBET  830; Orig Type=Ia   ]",""
"4011","SN 2006tw","01:08:54.230","+00:17:56.51","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.6","","2006-12-21 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 830; PositionRef=CBET  830; Orig Type=Ia   ]",""
"4010","SN 2006tv","02:35:34.219","-08:34:22.01","SN Ia","","Anon.           ","","","","","","","","","0","1","","23.5","","2006-12-19 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 830; PositionRef=CBET  830; Orig Type=Ia   ]",""
"4009","SN 2006tu","02:29:56.539","-07:59:50.78","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.2","","2006-12-19 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 830; PositionRef=CBET  830; Orig Type=Ia   ]",""
"4008","SN 2006tt","02:10:47.930","-04:24:56.99","SN Ia","","Anon.           ","","","","","","","","","0","1","","23.4","","2006-12-19 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 830; PositionRef=CBET  830; Orig Type=Ia   ]",""
"4007","SN 2006ts","02:10:18.689","-03:32:26.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.5","","2006-12-19 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 830; PositionRef=CBET  830; Orig Type=Ia   ]",""
"4006","SN 2006tr","02:28:29.539","-07:53:28.50","SN Ia","","Anon.           ","","","","","","","","","0","1","","23.2","","2006-12-17 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 830; PositionRef=CBET  830; Orig Type=Ia   ]",""
"4004","SN 2006tp","02:09:14.040","-04:37:12.22","SN Ia","","Anon.           ","","","","","","","","","0","1","","23.4","","2006-12-17 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 830; PositionRef=CBET  830; Orig Type=Ia   ]",""
"4003","SN 2006to","02:07:34.390","-04:00:04.21","SN Ia","","Anon.           ","","","","","","","","","0","1","","23.2","","2006-12-17 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 830; PositionRef=CBET  830; Orig Type=Ia   ]",""
"4002","SN 2006tn","02:05:36.019","-05:08:46.28","SN Ia","","Anon.           ","","","","","","","","","0","1","","23.2","","2006-12-17 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 830; PositionRef=CBET  830; Orig Type=Ia   ]",""
"4001","SN 2006tm","01:09:17.299","+00:09:11.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.2","","2006-12-15 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 830; PositionRef=CBET  830; Orig Type=Ia   ]",""
"4000","SN 2006tl","01:09:17.280","-00:40:27.98","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.5","","2006-12-15 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 830; PositionRef=CBET  830; Orig Type=Ia   ]",""
"3999","SN 2006tk","01:07:52.639","+00:27:55.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.3","","2006-12-15 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 830; PositionRef=CBET  830; Orig Type=Ia   ]",""
"3998","SN 2006tj","01:09:23.280","+00:42:42.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.4","","2006-12-13 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 830; PositionRef=CBET  830; Orig Type=Ia   ]",""
"3995","SN 2006tg","02:04:14.170","-04:40:18.70","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.2","","2006-11-28 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 830; PositionRef=CBET  830; Orig Type=Ia   ]",""
"3993","SN 2006te","08:11:42.991","+41:33:16.81","SN Ia","","Anon.           ","","","","","","","","","0","1","","15.8","","2006-12-28 00:00:00.000","","[Discoverer=Trondal, Luckas, Schwartz; DiscoveryRef=CBET 791; PositionRef=IAUC 8789; Orig Type=Ia   ]",""
"3992","SN 2006td","01:58:15.761","+36:20:57.70","SN Ia","","Anon.           ","","","","","","","","","0","1","","15.1","","2006-12-24 00:00:00.000","","[Discoverer=Kloehr; DiscoveryRef=CBET 787; PositionRef=IAUC 8789; Orig Type=Ia   ]",""
"3991","SN 2006tc","03:08:01.961","+00:56:36.38","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.3","","2006-11-23 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 786; PositionRef=CBET  786; Orig Type=Ia   ]",""
"3990","SN 2006tb","03:45:15.490","-00:07:42.82","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.3","","2006-11-19 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 786; PositionRef=CBET  786; Orig Type=Ia   ]",""
"3989","SN 2006ta","03:29:50.419","+00:17:42.29","SN Ia","","Anon.           ","","","","","","","","","0","1","","22","","2006-11-19 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 786; PositionRef=CBET  786; Orig Type=Ia   ]",""
"3987","SN 2006sz","23:42:52.459","-00:33:22.90","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.6","","2006-11-16 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 786; PositionRef=CBET  786; Orig Type=Ia?  ]",""
"3986","SN 2006sy","02:21:05.201","+00:49:42.20","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.6","","2006-11-16 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 786; PositionRef=CBET  786; Orig Type=Ia   ]",""
"3985","SN 2006sx","00:31:48.319","-00:30:50.18","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.9","","2006-11-16 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 786; PositionRef=CBET  786; Orig Type=Ia   ]",""
"3984","SN 2006sw","01:05:00.199","-00:22:28.70","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.7","","2006-11-14 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 786; PositionRef=CBET  786; Orig Type=Ia   ]",""
"3983","SN 2006sv","22:25:28.250","+00:15:55.01","SN Ia","","Anon.           ","","","","","","","","","0","1","","22","","2006-11-09 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 786; PositionRef=CBET  786; Orig Type=Ia   ]",""
"3982","SN 2006su","12:46:56.880","+36:32:01.79","SN Ia","","IC 3772         ","","","","","","","","","0","1","","17.7","","2006-12-18 00:00:00.000","","[Discoverer=Duszanowicz; DiscoveryRef=CBET 782; PositionRef=IAUC 8789; Orig Type=Ia   ]",""
"3979","SN 2006sr","00:03:35.021","+23:11:46.21","SN Ia","","UGC 14          ","","","","","","","","","0","1","","17.4","","2006-12-12 00:00:00.000","","[Discoverer=Rich; DiscoveryRef=IAUC 8784; PositionRef=IAUC 8784; Orig Type=Ia   ]",""
"3978","SN 2006sq","02:07:11.621","-03:57:10.91","SN Ia","","Anon.           ","","","","","","","","","0","1","","23.5","","2006-11-24 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 772; PositionRef=CBET  772; Orig Type=Ia   ]",""
